;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157
172;h7, h6;c7, c2;e7, d7;;f5, a5;e6, g6;a8, a7;;e8, e1;;g2, g1;b3, b4;e7, c5;h8, g7;;g6, g3;a2, c2;h8, h7;a6, b7;c1, h6;b1, b4;h8, g6;c5, c4;h8, h7;;b7, c6;h5, h3;;e8, e7;;;e8, f8;;;a7, f2;c6, a5;h2, g3;a3, b4;a1, g1;d4, d3;d8, d2;a2, a7;;b7, c8;;c7, d7;;e8, e7;e6, c6;e6, e5;b4, b1;;a6, f6;;;g1, d4;c7, c8;d7, c8;b6, a5;e3, d4;e5, d5;c7, c8;;;;d4, c5;;;b1, d3;;g6, e8;;g5, h6;f7, h7;;c7, b8;;c5, b4;e2, b2;c5, f2;;f5, h6;f4, e3;;;;;h8, h3;e7, d7;e1, h1;b7, a7;e2, c2;;e7, d7;e1, c1;;b3, b2;;h1, g1;b2, h2;;g3, f1;g6, g4;e7, d7;;;e7, e8;d2, e4;f2, b2;h6, f5;;d5, c4;g7, g6;;h7, g8;c1, e1;c4, e5;;;d7, c7;e7, d8;g8, c8;;;g8, e8;;;f8, e7;b7, a8;g6, h6;d8, c8;d4, e4;e2, d1;d1, a4;;f1, g2;d8, c7;c7, b8;g6, c6;f7, f8;d5, d4;g8, f8;d7, d6;g7, h7;e1, c2;;f7, h7;a6, b6;;f3, g2;;;;d1, f1;h1, f2;f5, f4;a3, b5
173;b5, c7;a2, a3;g2, h2;;g4, f6;f8, e8;h8, b2;;d8, a8;;c1, c2;b1, a3;f5, c8;b2, b1;;d3, c2;h1, g1;d3, c1;b3, e6;d8, d4;a6, b7;h7, b7;g4, h5;h4, g3;;f8, g8;h1, g1;;d2, f2;;;h2, h8;;;d6, c4;d3, d5;e2, e8;g2, f1;f3, f4;h3, g2;b2, c3;d2, g2;;e3, h3;;g8, g3;;b6, c6;h5, e8;f2, g2;e5, c4;;f1, d2;;;g7, h6;c4, c5;e2, d3;c6, a6;e1, f2;g3, g2;g7, g6;;;;f3, f4;;;d2, d3;;f3, e3;;f1, h3;e5, c7;;a5, a7;;d2, b2;c7, e5;d2, d1;;e2, d4;e6, f4;;;;;h2, h3;c3, b4;c6, c7;c8, d8;d6, c5;;c3, c2;f2, e2;;h7, h8;;a1, b2;c8, b8;;b6, e3;h5, f5;d1, e2;;;h2, g1;e8, e7;g1, g7;e5, f4;;g7, g1;d3, c4;;h3, h4;e2, f3;d4, d5;;;d5, f7;h4, h5;c3, d2;;;c1, d1;;;g2, f2;g4, g6;d3, d8;b5, a3;e2, d2;a3, b4;d8, g8;;g4, f2;h1, g3;f1, g2;d5, d3;g5, f6;b2, a1;e4, g3;g4, g7;e4, g4;g1, f2;;e2, f1;h8, h2;;e6, g8;;;;d3, e3;c5, d7;b3, b4;h8, f8
174;h4, h3;d8, g5;e8, a8;;a5, a4;g6, f6;h6, h5;;c5, d7;;g1, d4;b2, c4;c7, d8;g7, h8;;b4, e4;h6, g7;a8, f3;g1, g8;h6, f8;b4, c4;g2, f2;c4, e2;a4, a3;;b5, b4;f6, c6;;f7, d8;;;f8, e7;;;b5, c4;f5, f4;g3, h3;d8, a5;g1, h1;b2, b1;d2, d1;c3, a5;;f7, b3;;h1, d1;;c3, e2;c6, h1;c6, b6;b1, b5;;h1, b7;;;d4, g1;f8, g8;b1, c3;a5, b4;d4, c3;g8, h8;c8, d8;;;;e2, d4;;;g1, b1;;d1, d7;;a7, b7;f5, f7;;g2, g1;;b4, b8;e6, f7;f2, g3;;h4, g5;a4, c5;;;;;f6, e7;b5, b6;h1, b1;a7, b7;h4, h3;;g4, h3;c1, b1;;e3, e2;;b6, a6;d7, b6;;g7, f7;c7, d8;h7, f8;;;h4, g5;g8, h7;f7, f3;a8, g8;;f1, f2;d6, b8;;g3, g5;h3, h2;c6, b5;;;d4, e2;f6, h7;a4, b3;;;f3, f1;;;f7, h8;d5, e4;h6, g5;c4, d3;b7, b8;d1, g4;a4, e8;;d5, c5;d3, e2;b8, a7;e2, d3;c2, g6;b3, b2;d8, c6;h8, h5;h7, h6;c7, b8;;h7, a7;g2, f1;;g7, g8;;;;f1, a1;f2, h1;h2, h3;b5, a3
175;f1, f4;b4, b3;h2, g2;;a6, d6;g3, d3;b2, c3;;a8, e8;;g7, g8;g1, g2;c8, a6;e5, e6;;a7, a6;a4, a1;b2, a1;e6, b3;d4, d1;d6, d7;b7, c7;g2, h3;g3, h3;;f5, f4;e2, d4;;b2, b1;;;g2, g4;;;h7, h8;d5, d4;e8, e6;h2, h3;b6, b3;f1, f2;f3, g1;d5, c4;;d1, b1;;g3, h3;;a2, e2;c5, a7;g2, g1;h4, h5;;h6, h7;;;c4, c5;b2, b1;c5, e3;c2, d2;g4, g5;h6, c1;g6, g4;;;;f4, h4;;;d3, c3;;b2, b3;;e6, e7;c7, g3;;f3, f1;;b2, c2;e5, e6;d1, f1;;d4, f5;c2, c3;;;;;h3, g3;c5, h5;g3, f3;d8, g8;g4, d7;;g2, f1;c3, c2;;b5, b6;;g4, h3;b8, c8;;g4, h4;d4, d5;e4, g6;;;a6, a7;c8, f5;g7, g2;d5, d6;;h2, g3;d5, d6;;h1, b1;b8, g8;g3, g4;;;f7, f6;d1, c2;c6, d8;;;d1, e2;;;g7, h8;c2, b3;d2, b2;h4, h5;h3, e3;b4, a5;b2, b3;;f8, f7;g3, e4;g2, g3;g3, h3;d2, e2;a1, a2;h1, h2;b3, a4;g4, b4;f2, g1;;f1, e2;f6, e7;;g5, g6;;;;c3, b3;b6, c4;d1, d2;f6, g8
176;h6, h7;b7, a6;d7, c8;;a4, a6;h8, g7;g3, g2;;g7, g6;;d4, d5;c4, b6;c5, c8;a6, c5;;e6, e7;b1, c1;h7, g7;d6, c5;g6, h7;c4, c2;g6, e7;e2, d3;a6, a8;;c6, b7;g8, f6;;a7, a6;;;c6, a7;;;f2, e1;f4, e5;h3, h2;a5, c7;h1, h2;b1, b8;d1, d2;g8, f7;;b3, e6;;d7, d8;;c7, b5;h1, f3;e5, d4;b5, b6;;h8, h7;;;b6, b5;e8, d7;c3, b5;h1, c1;c3, b2;g7, f8;e7, h7;;;;c6, d7;;;b1, b4;;d7, d1;;h6, h8;g5, g4;;g1, g6;;e1, c3;f7, e6;b8, b5;;g5, g6;e3, f2;;;;;d7, d6;b6, f6;e7, e8;h2, h1;b8, a8;;a4, b5;b6, c6;;c3, b3;;g1, g4;f7, f3;;f7, e8;d8, e8;f2, f1;;;e8, d8;h7, h6;b7, c6;g6, h7;;c4, c3;b8, a7;;a4, b3;e1, f1;a6, a3;;;f4, b4;d7, b6;f2, a7;;;e5, f6;;;e7, f7;e4, d3;g5, g4;c8, c7;c7, c2;d7, c8;e8, h5;;c5, c6;c7, c8;d4, d5;e3, f4;g6, h7;g4, g3;f8, e8;a7, b7;h6, g7;f4, f3;;a7, g7;f1, g2;;g2, b2;;;;h4, d8;h1, g3;h3, h2;a3, b5
177;f4, c4;a3, a4;g2, h1;;h1, g1;d3, b5;c3, a5;;a2, b2;;c2, b2;g2, h1;f1, a1;c2, e1;;a6, f1;g1, h1;c1, b3;b3, d5;d1, g1;d1, c2;d2, c2;h3, g2;h3, h4;;b3, f7;b5, a5;;b1, a2;;;g4, h4;;;h8, f6;b2, a1;e6, e5;f1, g1;f4, g4;f2, f3;g3, g5;e3, e2;;e7, g5;;h3, f5;;b8, d7;a4, a2;g1, h2;g1, f2;;g3, g5;;;c3, c1;b1, a2;g7, g8;d2, e3;g5, f4;g2, f3;g4, g6;;;;e1, f1;;;c3, c2;;h6, f5;;e2, d2;g2, h1;;f1, g1;;g1, h2;a3, a4;f1, c1;;f5, d4;f4, h3;;;;;g3, f4;f4, g4;f3, g2;e1, d2;f1, e3;;f1, f2;c2, b2;;h8, h7;;d2, f3;c8, c7;;e3, h6;f5, f6;e2, d2;;;g1, g2;f5, f6;g2, g5;f4, f3;;g1, f2;e5, e6;;b1, e1;f3, e2;g4, g3;;;g2, f1;g4, d1;d8, c6;;;e2, d2;;;f2, g2;g6, f6;d8, d2;e3, e4;d2, c2;a5, b4;d6, d4;;b5, c6;e4, f6;g3, h3;e8, e7;e2, d1;a2, b2;d3, c4;g7, g8;b4, d4;g1, h2;;e2, d2;b4, b5;;f4, e4;;;;h7, e4;c4, b2;d2, d3;d3, e1
178;h7, g8;g5, c1;a8, a7;;f7, f8;f6, b6;a7, b7;;e1, g1;;d5, e4;b4, g4;c8, a8;f5, f4;;e7, d8;c2, e2;g7, f8;b1, d3;c5, c4;f6, e5;e7, c8;d3, g6;a8, f8;;b7, c6;h3, h1;;d8, e6;;;a7, b5;;;e1, d2;a7, f7;h2, g3;b4, e1;h2, b2;g6, e7;c7, b7;a5, d8;;e6, f7;;d8, c7;;b5, c7;f3, e2;e8, f8;d6, h6;;b7, a7;;;g1, d4;b8, c6;c8, b7;c1, c2;b2, a2;c6, a7;d5, d4;;;;c5, b6;;;b4, c5;;g7, f6;;b7, b6;f7, e7;;h4, h3;;b8, b7;f3, h1;a4, b4;;h6, f5;c5, d3;;;;;e7, h4;d7, e6;h7, h8;g5, g4;b7, a5;;b4, b3;c6, b7;;h6, h5;;g4, g1;a7, b8;;e5, e4;f7, h6;f8, g6;;;e4, d6;h6, h7;f3, f2;g8, g6;;b5, a4;g6, g2;;g5, h5;g6, g3;b5, b6;;;b4, b7;b6, a4;c8, d8;;;f6, e5;;;h6, g6;d3, g6;g4, h5;d3, d2;e5, b2;g4, e2;g7, e8;;g2, h1;f4, g6;a6, b8;c6, c5;h7, d3;d4, e4;b8, d7;e5, e4;g7, g8;d3, d2;;g7, g3;g2, c6;;b2, a2;;;;d8, h4;g3, f5;h2, h1;f7, d7
179;b2, b5;b3, c2;h1, h2;;g1, h1;b5, d7;a5, a4;;e8, c8;;b2, a1;h8, h6;a1, f1;b1, b7;;f1, g2;a1, a4;b3, c5;d5, b3;g1, e1;e3, f2;c2, d1;h5, g4;h4, h3;;a4, a5;g1, f2;;f2, d2;;;h8, d8;;;f6, e5;d4, d7;e5, g5;g1, g2;g4, h4;g3, h4;c3, c4;c4, d5;;f2, e1;;f5, c2;;c6, e4;a7, d4;h2, h1;e8, e7;;d2, f3;;;h3, g3;a2, a3;g8, a2;b1, a3;c6, b5;c1, e3;g6, h7;;;;d6, h2;;;c2, b2;;f5, g3;;h3, f1;h1, h2;;a7, h7;;e3, f5;a4, a5;a7, c8;;d4, c6;h3, g5;;;;;f4, e3;b4, a3;d5, f4;d2, e2;c6, d6;;g6, h7;h2, h5;;h7, e7;;b2, a1;c7, c4;;h4, g4;f6, d6;h5, h6;;;g2, h2;h4, h5;g5, d5;f3, f2;;g3, g2;h2, h1;;c6, c7;g8, a8;g3, g7;;;e7, e8;c1, b1;d2, e1;;;d2, c3;;;g2, f1;f6, f3;b2, b6;a3, c2;c2, b1;b4, a5;g8, h8;;g1, f1;f6, e8;h3, g3;e7, e2;d1, e1;b2, a1;c4, d3;g8, g1;f1, h2;h2, g1;;d2, c1;h2, f2;;h3, h4;;;;e4, b7;c2, d1;b4, b5;f5, g6
180;g8, f8;a6, b7;a7, a4;;a6, b5;g7, h6;b8, f8;;g6, h7;;e4, b1;b5, b4;b5, b7;c5, e4;;e4, e8;c8, b8;b5, b4;d3, c3;e6, c5;h5, h4;c8, e7;b6, d6;h7, g8;;c6, c7;c6, b5;;e7, f7;;;e7, d8;;;g2, f3;f7, b3;g3, f4;e1, e7;h3, h2;b8, b1;d2, d4;f7, e8;;a8, c7;;d1, c2;;c7, a6;e5, d6;d4, g4;e2, f3;;b4, b7;;;b7, a7;c8, a8;b5, a7;c2, a2;a2, a3;f8, g7;h4, h3;;;;b6, e6;;;b5, b4;;b7, h7;;h8, b8;g6, g5;;d8, h8;;b7, a7;b2, b5;g3, d6;;d6, d5;d3, c5;;;;;e5, f3;f6, f8;h8, h4;a3, b2;a5, c4;;b5, a6;b7, b8;;b3, a3;;g1, a1;f3, g3;;f1, e3;g4, g3;f1, f2;;;g5, f5;g3, f4;b4, a5;g6, d6;;a4, d7;h7, g7;;g8, f7;c6, c7;a3, a4;;;b8, e8;a4, b2;d8, b8;;;e8, e7;;;g6, e4;h1, h6;h5, h4;g7, h6;g8, g5;c8, d8;h5, e2;;d6, d5;h2, h1;a7, c5;d3, e2;d3, c2;e4, e3;e8, e7;e4, f5;g8, g7;f3, a3;;g3, c3;b6, b7;;a2, b2;;;;a1, a7;g6, h5;f8, e6;g7, h7
181;c4, f4;c2, d3;h2, g3;;d6, d2;d7, d8;a4, c4;;c8, c6;;a1, b1;g5, g6;f1, g1;e8, f7;;g2, e4;a4, a6;c5, e6;a3, a4;e1, d1;c2, b3;c5, c6;d4, d5;h3, g4;;f7, d5;a5, a7;;d2, d3;;;h4, h3;;;e5, b8;d7, b7;g5, g6;g2, f2;h4, g4;f3, e4;c4, d4;e2, f2;;g5, c1;;b4, e7;;e4, b1;d4, f6;e7, h4;h1, g1;;g5, g7;;;f6, f7;c5, c3;a2, a6;g5, d8;b5, c4;e3, c1;h7, c7;;;;h2, e5;;;e4, b7;;b3, b6;;d2, e3;g3, e3;;h7, h4;;c2, g2;g1, h1;c1, a1;;c6, b8;b6, b7;;;;;e3, e2;h5, a5;b5, b6;g8, g5;e3, c4;;c4, c5;b2, b3;;e7, f7;;h3, f1;c4, c7;;g4, g5;f3, e2;d2, c1;;;g7, g8;e7, d7;h1, g1;f2, f1;;a3, c1;e3, c1;;e1, c1;a8, a6;g7, h7;;;f6, h8;b1, c1;c6, a5;;;c3, c2;;;f1, g1;f3, f6;e8, c8;g2, f4;f7, b3;a5, b4;d4, e4;;f7, f8;b1, b2;g3, g2;h3, g2;f6, a1;a1, b1;d3, g6;g1, g3;h2, f1;g1, h1;;c1, d2;e7, c5;;e4, e5;;;;b3, c4;g5, g6;d3, c3;f8, c8
182;g5, f4;b7, b6;a4, c4;;b5, c5;h5, g5;f2, c5;;d7, e5;;h5, h4;a7, a6;h3, d7;d1, e2;;g3, g1;c1, d1;f8, e8;c5, d6;h7, g6;e5, b8;f2, e3;d6, c6;g8, h7;;c7, d7;b5, b7;;f7, f8;;;b5, a7;;;d2, e1;b3, d1;f4, e5;h5, g5;b2, g2;b1, f1;b7, a7;a7, a1;;f7, h5;;c2, c6;;e7, d7;e2, e1;g4, d7;f3, e4;;h7, g7;;;d4, h8;g8, f8;b7, b8;a2, h2;a3, a4;g7, h6;d8, e8;;;;a3, e7;;;c8, c7;;a4, b6;;b8, d6;g5, h5;;c3, c2;;d7, c6;b5, a4;b5, a5;;f5, d6;a5, a4;;;;;d6, d5;f8, e8;b1, f1;h1, h2;f6, f5;;b3, b2;b8, c7;;g1, h3;;a6, a5;g3, g5;;e3, g4;g3, e3;f2, e2;;;f5, e6;f4, e3;a5, b4;d6, d8;;h8, f8;g7, h7;;h5, g5;d7, h3;a4, g4;;;e8, a8;b2, a4;b8, a8;;;e4, e3;;;e4, f3;g6, f5;h4, g4;g3, g2;g5, g2;e2, c4;e2, c4;;h1, f3;g6, e5;d6, d7;f4, d4;c2, a4;e3, f2;e7, d8;c4, e3;g7, h7;c8, a6;;c3, h3;g8, g3;;b2, a3;;;;h4, d8;f5, g3;h1, c1;a2, b1
183;c7, e6;d3, c3;g3, h2;;d2, d5;d8, g5;a1, a2;;b2, a2;;b1, b2;e2, d2;a6, b5;b7, b1;;e4, c6;a6, c6;e6, d8;b3, e6;d1, f1;f2, e1;c7, c8;a8, a1;g4, h4;;d5, g2;d4, b5;;d3, d6;;;f3, e1;;;b8, b6;a1, b2;g6, g1;h3, g3;g4, f3;e4, e3;d4, d3;g5, f6;;h4, g2;;e7, d6;;e1, b4;f6, c3;h1, g1;g8, h8;;f3, g5;;;h6, d6;c3, c2;a6, a2;a6, b5;c4, b5;f3, g2;c3, d4;;;;b1, d2;;;b2, b3;;e3, e4;;f1, e2;e3, b6;;d1, c2;;g2, g1;h1, g2;c8, d6;;a6, a7;g5, e4;;;;;e2, d1;a5, b5;e6, e7;e2, e1;d7, c6;;h7, g6;b3, c3;;f7, f3;;e2, d2;c7, c4;;g5, f4;e2, d2;c7, a8;;;g8, h8;f6, d8;d5, d7;a4, a5;;c1, d2;c4, b5;;c1, b1;a6, b5;h7, h8;;;h8, c8;c1, b1;a5, b3;;;c2, c3;;;h8, b8;b3, c3;c8, f8;f4, d3;b3, a2;b4, a5;b3, a4;;f2, g4;e8, g7;g2, h1;b7, f7;a1, f6;b1, b2;h2, g2;g3, f3;d4, d6;h1, g2;;d2, e1;b5, c6;;h4, h5;;;;e3, e4;g6, g7;c3, b4;g2, g3
184;f8, f7;b6, a6;c4, d4;;c5, b4;;f8, b8;;h7, g8;;c4, c3;a6, b7;d8, c7;c1, b1;;e8, e1;e2, e5;e3, e6;c3, d3;c5, b7;c1, b3;e3, e4;g6, h6;h7, g6;;b4, b3;f6, g4;;f8, g8;;;a7, c6;;;a6, b6;e5, d5;e5, f4;g5, h5;g2, a2;f1, h1;a7, b8;a1, g1;;c7, d5;;c7, d8;;e5, e4;e1, c3;b2, b1;e4, h1;;f6, g6;;;a7, a4;a8, a7;b8, a8;b4, a3;a4, b4;h8, e8;e8, f8;;;;d4, b5;;;c5, f5;;b6, c4;;d6, h2;g4, h3;;h8, c8;;h8, e8;a4, a1;a3, a2;;d6, b5;a6, f1;;;;;c4, c3;e8, g8;f8, e7;b2, f6;a8, a6;;h3, h2;b1, b8;;a3, b4;;a1, d1;h2, g2;;g4, h6;e3, e2;e2, g2;;;b3, c4;h2, f3;f2, g2;d8, f8;;c3, d3;g2, g7;;g5, g6;f1, a1;g4, a4;;;c7, d6;a4, c5;f5, e7;;;f1, f4;;;f3, d1;h6, h4;g4, h5;c7, d7;g2, g6;d8, c7;c4, a6;;f3, h1;f2, f1;c5, d4;d4, d1;f8, e8;g3, g2;c6, d4;e3, f1;h7, g7;b8, a8;;b3, c4;b7, a6;;a3, h3;;;;d8, h4;g3, e4;d7, c7;h7, f7
185;e6, d4;d4, d5;h2, h1;;f6, h5;;c4, c2;;a2, b2;;b2, c2;d2, c2;b5, c6;e1, c2;;h2, g3;c6, e6;d8, c6;a4, a5;f1, c1;e1, f1;d1, e1;a1, f1;h4, g4;;h4, h5;f2, e2;;a2, c2;;;c2, c1;;;h6, g5;b7, e7;d6, d7;g3, a3;b3, d1;e3, f4;d3, c3;e6, c7;;g2, f4;;d6, c5;;b4, a3;b4, a3;g1, g2;g1, h1;;c4, c5;;;c1, e1;c2, e4;a2, e6;b5, c5;b5, c4;g2, g1;c7, c8;;;;e5, g3;;;b7, e4;;g3, f1;;e2, d1;b6, e3;;g1, d1;;g1, g2;g2, f2;a1, c1;;a3, b3;b7, a8;;;;;b4, b5;g4, h3;c7, c8;e1, f1;c4, e5;;c5, h5;c3, e5;;f3, b3;;d2, d1;c4, a4;;d6, d7;d2, c3;a8, b6;;;h8, h5;b3, d4;g1, f1;f1, g2;;g2, h1;c1, h6;;b2, a4;b5, b4;e1, d2;;;c8, g8;b1, b5;b3, d4;;;c3, d3;;;g1, g2;g3, g4;f8, f6;a7, b8;a2, f7;a5, b4;e4, e7;;c6, c7;f5, f6;h1, h2;f3, h4;f6, a1;b2, c1;g6, f7;f3, f1;d6, g6;g2, h1;;e1, d2;f2, f6;;h5, h6;;;;e4, e5;d7, c5;b4, a4;g8, h6
186;c3, c4;b8, c6;d4, d5;;f8, g8;;b8, a8;;g1, c1;;a7, b6;b7, a8;d7, c6;h8, g7;;e1, e8;d1, d4;e6, d6;b7, c6;f8, e7;b3, a5;e4, d4;c6, a6;f8, d8;;d7, c7;h1, f1;;e6, f8;;;c6, b8;;;f3, g4;d5, d4;f4, f3;e7, e8;a2, d2;c7, b6;b8, c7;;;h5, f3;;e5, e4;;a6, b4;c3, c1;b1, g1;h6, f6;;b7, d7;;;a4, f4;d7, f5;a7, c8;a3, b2;b4, a5;e8, e6;f8, g7;;;;e6, e1;;;f5, c8;;h7, d7;;h4, h3;e7, f7;;b3, b2;;f7, g6;d5, d4;a5, b5;;d5, d4;g8, h7;;;;;f3, d4;g8, e8;f1, h1;h2, c2;h3, h2;;a6, b6;c7, c6;;b4, c5;;a5, b4;g5, g3;;e8, f7;e2, a2;d7, d8;;;c4, c6;e3, b3;b2, a2;f8, b8;;d3, e4;g7, c7;;g6, b6;a1, a2;b6, b7;;;b2, b1;c5, d7;h7, h8;;;e7, g7;;;f7, f6;a8, b7;h5, g4;d7, d8;d1, f2;c7, c8;a6, d3;;h1, e4;e5, g4;e5, e4;d1, c2;e8, e7;f2, g1;d7, b8;b7, f7;g7, h8;a3, c3;;h3, g3;g3, g5;;e7, h4;;;;d7, d8;h5, g5;c1, c3;d7, d2
187;e5, f4;c3, b3;h1, g1;;d5, d6;;a2, b2;;c6, h6;;g8, g1;h6, h5;h5, g5;c2, a1;;c6, c4;e6, g4;c6, e5;e6, b3;c1, a1;d7, d8;e1, f1;f1, b1;g4, f3;;g8, c8;c5, c6;;d6, f6;;;f5, f6;;;g5, h6;e7, d7;b1, a1;f2, f3;b7, c6;d5, d6;g5, g7;;;c1, a3;;c5, b6;;a3, b2;a3, a4;g2, g1;c4, e5;;g5, f7;;;e1, f1;e4, d3;e3, b6;c5, d6;f2, g1;f6, f7;c2, b1;;;;g3, e5;;;e4, d5;;f1, e3;;e4, e5;e3, c5;;;;g2, g1;f2, g2;f3, g4;;b8, a6;c3, c2;;;;;d1, c1;c2, d1;c8, d7;g5, e5;e5, g4;;g7, g8;e5, b2;;b3, d3;;f1, e2;d1, c1;;f4, e5;c3, b4;b6, d5;;;h5, d5;d8, g8;d7, d3;a5, a6;;d2, c1;b5, e2;;f2, e1;b4, b2;h8, h6;;;g8, c8;c2, c1;e1, d1;;;d3, c3;;;b8, d6;c3, d2;d2, c2;g1, h1;f7, c4;b4, c5;e7, e8;;f1, f2;f6, f7;h2, h3;g4, f2;e1, e2;c1, d2;g3, f5;f1, e1;f1, d2;h1, g2;;d2, c1;a4, a3;;h6, h7;;;;e5, g5;c5, d7;h5, g6;c8, a8
188;c4, c3;c1, b2;d5, d2;;b4, a3;;a8, a7;;g8, f7;;b6, c6;g4, e4;c7, b6;b1, c1;;g1, d1;d4, d2;d6, d7;c6, g2;g6, f6;g8, g7;e7, d5;a6, a8;g6, g7;;c7, c8;d8, a5;;f8, e6;;;b8, c6;;;e1, f2;d4, c5;f3, e2;e8, e5;d2, d3;h1, a1;c7, d6;;;g8, d8;;d8, e8;;d7, e8;c1, f1;d7, e8;f6, g6;;a7, a6;;;f4, h4;f5, g4;a8, b8;b2, c2;a5, a4;a7, b5;f1, d2;;;;a6, b6;;;c8, e8;;c4, a3;;h2, f4;h5, h4;;;;a7, a1;a1, a4;b5, b7;;b5, c7;a4, a3;;;;;f2, f1;b3, b2;e7, d7;c2, c6;c2, d1;;d7, g7;b8, c8;;a4, a3;;b4, a3;h7, e4;;h6, g4;e5, e4;g2, a2;;;c6, d5;h7, g8;g2, g8;b8, h8;;f8, f6;c3, g3;;b6, h6;h3, f1;b7, c7;;;b1, b4;h7, f8;a6, b4;;;f4, f5;;;f6, f5;b7, a8;g4, h5;d8, d7;e8, f7;c4, g8;d3, c2;;e4, h1;f1, f2;e4, f4;e2, d2;a4, c2;g1, h1;d8, c7;f7, g7;h8, h7;a6, c4;;g3, f3;a6, a5;;g8, h8;;;;h4, g5;g5, g4;c3, d4;d2, d5
189;d4, f3;b3, b2;g1, f1;;d6, d8;;c2, c1;;b2, c1;;g1, g6;c2, c8;d5, d6;e6, e7;;c4, f7;e1, d3;e5, f3;b3, a2;a1, e1;f1, e1;e6, e7;g2, f2;f3, g2;;f4, g5;b5, d6;;b4, b5;;;h3, h6;;;h6, g7;d7, d3;g1, b1;a3, e3;d1, d3;f4, g3;e7, e8;;;h3, f3;;e3, d4;;g3, h2;e8, f7;h4, f6;e7, e6;;f7, h6;;;f1, c1;d3, d4;e6, b3;d6, d4;c4, f7;c1, b2;b1, a2;;;;h4, h3;;;d5, b7;;e3, f1;;e3, e2;c5, a7;;;;h2, h1;g2, f1;d6, b5;;b3, b2;a8, a5;;;;;;d1, e2;f4, h3;f1, g2;d6, e5;;g8, d8;b2, e5;;h4, g3;;e4, e5;a4, e4;;e5, d5;d6, g6;d5, f6;;;h2, g3;h5, h6;d3, b3;g2, h3;;f2, f1;e2, g4;;a4, c5;e2, d1;d2, e3;;;c8, e6;d1, c2;d4, f3;;;c3, b2;;;d6, f6;c5, c6;c2, f5;c2, a1;c4, a2;c5, c6;a4, b4;;g4, e5;g7, e8;h3, g2;f7, g7;a1, e5;d2, c1;g2, f1;a4, b4;a5, a6;g2, h1;;c1, b2;d7, c8;;e5, d5;;;;c4, c5;d1, c2;b5, b4;g3, g2
190;f7, f8;a6, b6;d2, d4;;g8, f7;;c5, d4;;f7, g7;;c6, d7;a8, b7;a8, b8;c1, e1;;e8, e5;e5, g5;e8, e7;g2, b7;b7, d8;b8, a7;d4, c3;h6, h7;g7, h8;;c8, b8;f1, f8;;g8, g7;;;c6, b8;;;f2, g3;c5, b4;e2, e3;e5, g3;e6, f7;a1, f1;d6, d5;;;d7, e5;;c6, g6;;e8, e7;f1, e1;f8, h8;g6, h6;;a6, b6;;;h8, g8;c6, d8;d2, d1;d3, c5;a4, a5;a3, b2;d2, f1;;;;b5, a3;;;e8, e5;;f6, g6;;f4, e3;f7, f2;;;;c8, d7;a4, e8;b7, g7;;c7, e6;c5, b7;;;;;;e8, e7;h4, g3;c6, c1;d1, d5;;b6, a6;f4, f3;;h3, f2;;a3, a4;g3, g7;;g4, f2;e4, e3;g6, e7;;;d5, d2;g8, h8;b4, g4;h8, f8;;f6, f8;h7, h6;;f7, g6;g3, g7;a4, b4;;;d6, c7;d8, c7;e7, g8;;;h3, h2;;;f5, f6;f5, e4;h5, h4;d2, d1;e4, e6;g8, c4;c2, b3;;f4, e4;c8, d7;f4, f3;c5, c7;e7, e6;h1, h2;d4, e2;g7, f7;h7, h8;c4, e6;;f3, f1;g5, g2;;h3, g2;;;;g5, e3;g4, h5;d4, d2;d5, c5
